Entry ID,Source Organism,Accession Code(s)
,Lassa virus Josiah,P08669
,Homo sapiens,
,Homo sapiens,
7UOW,Severe acute respiratory syndrome coronavirus,P0DTC2
,Homo sapiens,
,Homo sapiens,
7UPI,Homo sapiens,O14807
,Homo sapiens,P62136
,Homo sapiens,Q9UQ13
7UPL,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7UPN,Homo sapiens,P62937
,Visna-maedi virus,P69717
,Homo sapiens,Q15369
,Homo sapiens,Q15370
7UPW,Severe acute respiratory syndrome coronavirus,P0DTC2
,"Homo sapiens, Mus musculus",
,"Homo sapiens, Mus musculus",
7UPX,Severe acute respiratory syndrome coronavirus,P0DTC2
,Homo sapiens,
,Homo sapiens,
7UPY,Severe acute respiratory syndrome coronavirus,P0DTC2
,"Homo sapiens, Mus musculus",
,"Homo sapiens, Mus musculus",
7UQC,Homo sapiens,
,Homo sapiens,
,Homo sapiens,Q14CZ8
7UR1,Homo sapiens,Q53Z42
,Homo sapiens,P61769
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
7UR4,Human metapneumovirus,Q6WB98
,Homo sapiens,
,Homo sapiens,
7URA,Homo sapiens,Q9H237
,Mus musculus,
,Mus musculus,
7URC,Homo sapiens,Q9H237
,Mus musculus,
,Mus musculus,
7URD,Homo sapiens,Q9H237
,Homo sapiens,P56704
,Mus musculus,
,Mus musculus,
7URE,Homo sapiens,Q9H237
,Mus musculus,
,Mus musculus,
,Homo sapiens,P56704
7URF,Homo sapiens,Q5VTY9
,Homo sapiens,Q15465
,Mus musculus,
,Mus musculus,
7URQ,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7URS,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7URX,Homo sapiens,P15391
,Mus musculus,
,Mus musculus,
7USC,Homo sapiens,Q7L576
,Homo sapiens,Q9Y2A7
,Homo sapiens,Q92558
,Homo sapiens,Q8WUW1
,Homo sapiens,Q9NYB9
7USD,Homo sapiens,Q7L576
,Homo sapiens,Q9Y2A7
,Homo sapiens,Q92558
,Homo sapiens,Q8WUW1
,Homo sapiens,Q9NYB9
,Homo sapiens,P63000
7USE,Homo sapiens,Q7L576
,Homo sapiens,Q9Y2A7
,Homo sapiens,Q92558
,Homo sapiens,Q8WUW1
,Homo sapiens,Q9NYB9
,Homo sapiens,P63000
,Homo sapiens,P63000
7USL,Homo sapiens,P11215
,Homo sapiens,P05107
,Homo sapiens,
,Homo sapiens,
,Bordetella pertussis,P0DKX7
7USO,Homo sapiens,P42574
,Homo sapiens,P42574
,Homo sapiens,
7USP,Homo sapiens,P42574
,Homo sapiens,P42574
,Homo sapiens,
7USQ,Homo sapiens,P42574
,Homo sapiens,P42574
,Homo sapiens,
7UTI,Homo sapiens,P63316
,Oryctolagus cuniculus,P68135
,Homo sapiens,P09493
,Homo sapiens,P45379
,Homo sapiens,P19429
7UTL,Oryctolagus cuniculus,P68135
,Homo sapiens,P09493
,Homo sapiens,P45379
,Homo sapiens,P19429
,Homo sapiens,P63316
7UTZ,Homo sapiens,P01215
,Homo sapiens,P01222
,Homo sapiens,
,Homo sapiens,A0A0A0MTJ0
,Homo sapiens,P63092
,Homo sapiens,P62873
,Homo sapiens,P59768
7UV5,Severe acute respiratory syndrome coronavirus 2,P0DTD1
,Homo sapiens,P0CG48
,Homo sapiens,P0CG47
7UV9,Homo sapiens,Q71DI3
,Homo sapiens,P62805
,Homo sapiens,P0C0S8
,Homo sapiens,P62807
,synthetic construct,
,synthetic construct,
,Homo sapiens,Q9Y2K7
7UVA,Mus musculus,P59997
,Mus musculus,P59997
,Homo sapiens,Q71DI3
7UVF,Homo sapiens,P01732
,Homo sapiens,
,Homo sapiens,
7UVH,Homo sapiens,
,Homo sapiens,
,Plasmodium falciparum,P68874
7UVI,Homo sapiens,
,Homo sapiens,
,Plasmodium falciparum,P68874
7UVL,Gemella haemolysans,C5NYF3
,Homo sapiens,P01876
,Homo sapiens,
,Homo sapiens,
7UVO,Homo sapiens,
,Homo sapiens,
,Plasmodium falciparum,P68874
7UVQ,Plasmodium falciparum,P68874
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,
7UVS,Homo sapiens,
,Homo sapiens,
,Plasmodium falciparum,P68874
7UWL,Homo sapiens,Q9H293
,Homo sapiens,Q9NRM6
,Homo sapiens,Q96F46
7UWN,Homo sapiens,Q16552
,Homo sapiens,Q96F46
,Homo sapiens,Q8NAC3
7UX2,Homo sapiens,Q8N122
,Homo sapiens,Q7L523
,Homo sapiens,Q9HB90
,Homo sapiens,Q6IAA8
,Homo sapiens,Q9Y2Q5
,Homo sapiens,Q9UHA4
,Homo sapiens,Q0VGL1
,Homo sapiens,O43504
,Homo sapiens,P19484
7UX3,Homo sapiens,P84077
,Human immunodeficiency virus 1,Q90VU7
,Homo sapiens,Q10567
,Mus musculus,P22892
,Mus musculus,P35585
,Homo sapiens,P04439
,Homo sapiens,Q96PC3
7UXA,Homo sapiens,Q9BSV6
,Homo sapiens,Q8WW01
,Homo sapiens,Q8NCE0
,Homo sapiens,Q7Z6J9
,synthetic construct,473010
7UXC,Homo sapiens,P42345
,Homo sapiens,O43504
,Homo sapiens,P19484
,Homo sapiens,Q9BVC4
,Homo sapiens,Q8N122
,Homo sapiens,Q7L523
,Homo sapiens,Q9HB90
,Homo sapiens,Q6IAA8
,Homo sapiens,Q9Y2Q5
,Homo sapiens,Q9UHA4
,Homo sapiens,Q0VGL1
7UXH,Homo sapiens,P42345
,Homo sapiens,O43504
,Homo sapiens,P19484
,Homo sapiens,Q9BVC4
,Homo sapiens,Q8N122
,Homo sapiens,Q7L523
,Homo sapiens,Q9HB90
,Homo sapiens,Q6IAA8
,Homo sapiens,Q9Y2Q5
,Homo sapiens,Q9UHA4
,Homo sapiens,Q0VGL1
7UXL,Homo sapiens,
,Homo sapiens,
,Plasmodium falciparum,Q8I6T1
,Homo sapiens,
,Homo sapiens,
7UZQ,Homo sapiens,P18577
,Homo sapiens,Q02094
,Homo sapiens,P16157
7V0K,Homo sapiens,P18577
,Homo sapiens,Q02094
,Homo sapiens,P16157
,Homo sapiens,P02730
,Homo sapiens,P16452
,Homo sapiens,P02724
7V0N,Eastern equine encephalitis virus,A1YZ44
,Homo sapiens,
,Homo sapiens,
,Eastern equine encephalitis virus,A1YZ44
7V0O,Eastern equine encephalitis virus,A1YZ44
,Homo sapiens,
,Homo sapiens,
,Eastern equine encephalitis virus,A1YZ44
7V0P,Eastern equine encephalitis virus,A1YZ44
,Homo sapiens,
,Homo sapiens,
,Eastern equine encephalitis virus,A1YZ44
7V0S,Homo sapiens,P18577
,Homo sapiens,Q02094
,Homo sapiens,P16157
7V1M,Homo sapiens,Q9NVP2
,Homo sapiens,P49321
,Homo sapiens,P84243
,Homo sapiens,P62805
7V23,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7V24,Homo sapiens,
,Homo sapiens,
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
7V26,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7V27,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7V2A,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7V35,Bos taurus,P63212
,Homo sapiens,P63092
,Rattus norvegicus,P54311
,synthetic construct,
,synthetic construct,
,Homo sapiens,P47871
7V3G,Dengue virus 2 Thailand/NGS-C/1944,P14340
,Dengue virus 2 Thailand/NGS-C/1944,P14340
,Homo sapiens,
,Homo sapiens,
7V3H,Dengue virus 2 Thailand/NGS-C/1944,P14340
,Dengue virus 2 Thailand/NGS-C/1944,P14340
,Homo sapiens,
,Homo sapiens,
7V3I,Dengue virus 2 Thailand/NGS-C/1944,P14340
,Dengue virus 2 Thailand/NGS-C/1944,P14340
,Homo sapiens,
,Homo sapiens,
7V3J,Homo sapiens,
,Homo sapiens,
,Dengue virus 2 Thailand/NGS-C/1944,P14340
,Dengue virus 2 Thailand/NGS-C/1944,P14340
7V3L,Human betacoronavirus 2c EMC/2012,K0BRG7
,Homo sapiens,
,Homo sapiens,
7V3P,Homo sapiens,P08069
,Homo sapiens,P01308
,Homo sapiens,P01308
7V4W,Mus musculus,
,Mus musculus,
,Homo sapiens,P15941
7V5G,Homo sapiens,P28072
,Homo sapiens,P25789
,Homo sapiens,O14818
,Homo sapiens,P28066
,Homo sapiens,P25786
,Homo sapiens,P25788
,Homo sapiens,Q99436
,Homo sapiens,P49720
,Homo sapiens,P49721
,Homo sapiens,P28074
,Homo sapiens,P20618
,Homo sapiens,P28070
,Homo sapiens,P60900
,Homo sapiens,P25787
7V5J,Human betacoronavirus 2c EMC/2012,K9N5Q8
,Homo sapiens,
,Homo sapiens,
7V5K,Human betacoronavirus 2c EMC/2012,K9N5Q8
,Homo sapiens,
,Homo sapiens,
7V5M,Homo sapiens,P60900
,Homo sapiens,P49720
,Homo sapiens,P49721
,Homo sapiens,P28074
,Homo sapiens,P20618
,Homo sapiens,P28070
,Homo sapiens,P25787
,Homo sapiens,P25789
,Homo sapiens,O14818
,Homo sapiens,P28066
,Homo sapiens,P25786
,Homo sapiens,P25788
,Homo sapiens,P28072
,Homo sapiens,Q99436
7V61,Homo sapiens,Q695T7
,Homo sapiens,Q9BYF1
,Severe acute respiratory syndrome coronavirus 2,
,Severe acute respiratory syndrome coronavirus 2,
7V64,Homo sapiens,P15941
,Mus musculus,
,Mus musculus,
7V68,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,
,Homo sapiens,P08173
7V69,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,
,Homo sapiens,P08173
7V6A,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,
,Homo sapiens,P08173
7V6N,Human betacoronavirus 2c EMC/2012,K9N5Q8
,Homo sapiens,
,Homo sapiens,
7V6O,Human betacoronavirus 2c EMC/2012,K0BRG7
,Homo sapiens,
,Homo sapiens,
7V6Q,Homo sapiens,Q9Y294
,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P49321
7V7C,Homo sapiens,Q16531
,Human immunodeficiency virus 1,P12520
,Homo sapiens,P13051
,Homo sapiens,Q9Y4B6
7V7K,Mus musculus,
,Mus musculus,
,Homo sapiens,P15941
7V8Q,Homo sapiens,P15941
,Mus musculus,
,Mus musculus,
7V90,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,O60814
,Homo sapiens,
,Homo sapiens,
7V96,Homo sapiens,
,Homo sapiens,
,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,O60814
7V99,Homo sapiens,O14746
,Homo sapiens,P04908
,Homo sapiens,O60814
,Homo sapiens,1932797
,Homo sapiens,
7V9A,Homo sapiens,Q9BUR4
,Homo sapiens,O60832
,Homo sapiens,Q9NY12
,Homo sapiens,Q9NX24
,Homo sapiens,Q9NPE3
,Homo sapiens,1932797
7V9C,Homo sapiens,
,Homo sapiens,
,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,O60814
7V9J,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,O60814
,Homo sapiens,
,Homo sapiens,
7V9K,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,O60814
,Homo sapiens,
,Homo sapiens,
7V9L,Homo sapiens,"P63096, P63092"
,Homo sapiens,Q9HB45
,Bos taurus,P63212
,synthetic construct,
,Rattus norvegicus,P54311
7V9M,Homo sapiens,P63092
,Rattus norvegicus,P54311
,synthetic construct,
,Homo sapiens,P01286
,Homo sapiens,Q9HB45
,Bos taurus,P63212
7V9S,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,O60814
,Homo sapiens,
,Homo sapiens,
7VA4,Homo sapiens,
,Homo sapiens,
,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,O60814
7VAB,Rattus norvegicus,P54311
,Homo sapiens,P48546
,synthetic construct,
,Homo sapiens,"P63096, P63092"
,Bos taurus,P63212
,synthetic construct,
7VAC,Mus musculus,
,Mus musculus,
,Homo sapiens,P15941
7VAD,Homo sapiens,Q14973
,Ondatra zibethicus,
,Ondatra zibethicus,
7VAG,Homo sapiens,Q14973
,Mus musculus,
,Mus musculus,
7VAZ,Homo sapiens,P15941
,Mus musculus,
,Mus musculus,
7VBA,Homo sapiens,O95602
,Homo sapiens,P53803
,Homo sapiens,O15446
,Homo sapiens,Q3B726
,Homo sapiens,Q9GZS1
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,Q9H9Y6
,Homo sapiens,O15160
,Homo sapiens,P19388
,Homo sapiens,P61218
,Homo sapiens,P52434
,Homo sapiens,Q9P1U0
,Homo sapiens,P62875
,Homo sapiens,P0DPB6
7VBB,Homo sapiens,O95602
,Homo sapiens,Q9H9Y6
,Homo sapiens,O15160
,Homo sapiens,P19388
,Homo sapiens,P61218
,Homo sapiens,P52434
,Homo sapiens,Q9P1U0
,Homo sapiens,P62875
,Homo sapiens,P0DPB6
,Homo sapiens,O15446
,Homo sapiens,Q3B726
,Homo sapiens,Q9GZS1
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,P53803
7VBC,Homo sapiens,O95602
,Homo sapiens,O15446
,Homo sapiens,Q3B726
,Homo sapiens,Q9GZS1
,Homo sapiens,Q9P1U0
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,Q9H9Y6
,Homo sapiens,O15160
,Homo sapiens,P19388
,Homo sapiens,P61218
,Homo sapiens,P52434
,Homo sapiens,P62875
,Homo sapiens,P0DPB6
,Homo sapiens,P53803
7VBH,Homo sapiens,
,Homo sapiens,P43220
,Homo sapiens,P63092
,Escherichia coli,
,Rattus norvegicus,P54311
,Bos taurus,P63212
7VBI,Homo sapiens,P63092
,Escherichia coli,
,Homo sapiens,
,Homo sapiens,P43220
,Rattus norvegicus,P54311
,Bos taurus,P63212
7VBY,Homo sapiens,"O96008, Q15388"
,Homo sapiens,Q96B49
,Homo sapiens,Q8N4H5
,Homo sapiens,Q9P0U1
,Homo sapiens,Q9NS69
7VC4,Homo sapiens,Q96B49
,Homo sapiens,O96008
,Homo sapiens,Q9NS69
,Homo sapiens,Q8N4H5
,Homo sapiens,Q9P0U1
7VCQ,Homo sapiens,P84243
,Homo sapiens,P62805
,Homo sapiens,Q9NVP2
,Epstein-barr virus strain ag876,P30117
7VD2,Homo sapiens,Q96B49
,Homo sapiens,Q8N4H5
,Homo sapiens,Q9P0U1
,Homo sapiens,Q9NS69
,Homo sapiens,O96008
7VDD,Homo sapiens,Q96B49
,Homo sapiens,Q9NS69
,Homo sapiens,Q8N4H5
,Homo sapiens,Q9P0U1
,Homo sapiens,O96008
7VDH,Homo sapiens,Q96LB1
,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,
7VDL,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,
,Homo sapiens,Q96LB1
,Homo sapiens,O00230
7VDM,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,
,Homo sapiens,Q96LB1
,Homo sapiens,P20366
7VDT,Homo sapiens,P51532
,Xenopus laevis,P62799
,Xenopus laevis,P06897
,Xenopus laevis,P02281
,Xenopus laevis,P84233
,synthetic construct,
,synthetic construct,
7VDV,Xenopus laevis,P62799
,Homo sapiens,Q68CP9
,Homo sapiens,Q8WUB8
,Homo sapiens,Q9NPI1
,unidentified,
,Homo sapiens,Q12824
,Homo sapiens,Q8TAQ2
,Homo sapiens,Q96GM5
,Homo sapiens,Q969G3
,Homo sapiens,Q86U86
,unidentified,
,Xenopus laevis,P06897
,Xenopus laevis,P02281
,Xenopus laevis,P84233
,synthetic construct,
,synthetic construct,
,Homo sapiens,P51532
,Homo sapiens,O96019
,Homo sapiens,P60709
7VF2,Homo sapiens,Q69YN4
,Homo sapiens,Q5T200
,Homo sapiens,Q15007
7VFS,Homo sapiens,Q00975
,Homo sapiens,Q02641
,Homo sapiens,P54289
7VFU,Homo sapiens,Q00975
,Conus magus,P05484
,Homo sapiens,Q02641
,Homo sapiens,P54289
7VFV,Homo sapiens,P54289
,Homo sapiens,Q02641
,Homo sapiens,Q00975
7VFW,Homo sapiens,Q00975
,Homo sapiens,Q02641
,Homo sapiens,P54289
7VFX,Homo sapiens,P21462
,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,Mus musculus,
,Staphylococcus aureus,
7VGE,Homo sapiens,O43464
,Homo sapiens,O43464
,Homo sapiens,O43464
7VGX,Homo sapiens,P25929
,Homo sapiens,P01303
,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,Mus musculus,
7VGY,Homo sapiens,P48039
,Homo sapiens,P63096
,Rattus norvegicus,P54311
,Bos taurus,P63212
,Mus musculus,
7VGZ,Homo sapiens,P48039
,Homo sapiens,P63096
,Rattus norvegicus,P54311
,Bos taurus,P63212
,synthetic construct,
7VH0,Homo sapiens,P49286
,Homo sapiens,P63096
,Rattus norvegicus,P54311
,Homo sapiens,
7VIE,Homo sapiens,P62873
,Mus musculus,
,Homo sapiens,P21453
,Homo sapiens,P63096
,Homo sapiens,P59768
7VIF,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,P21453
,Homo sapiens,P63096
,Mus musculus,
7VIG,Homo sapiens,P62873
,Homo sapiens,P59768
,Mus musculus,
,Homo sapiens,P21453
,Homo sapiens,P63096
7VIH,Homo sapiens,P62873
,Homo sapiens,P59768
,Mus musculus,
,Homo sapiens,P21453
,Homo sapiens,P63096
7VKT,Homo sapiens,Q15722
,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,
7VL8,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,P32246
,Homo sapiens,
7VL9,Homo sapiens,P62873
,Homo sapiens,P32246
,Homo sapiens,P63096
,Homo sapiens,P59768
,Homo sapiens,Q16663
,Homo sapiens,
7VLA,Homo sapiens,P59768
,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,Q16663
,Homo sapiens,P32246
,Homo sapiens,
7VLK,Homo sapiens,Q14232
,Homo sapiens,P49770
,Homo sapiens,Q9NR50
,Homo sapiens,Q9UI10
,Homo sapiens,Q13144
,Sandfly fever Sicilian virus,P12792
7VMB,Homo sapiens,Q6DN90
,Homo sapiens,Q6DN90
,Homo sapiens,P0DP23
7VN9,Homo sapiens,
,Homo sapiens,
,Human coronavirus 229E,P15423
7VNG,Human coronavirus 229E,P15423
,Homo sapiens,
,Homo sapiens,
7VOI,Homo sapiens,Q9UIV1
,Homo sapiens,A5YKK6
,Homo sapiens,Q96LI5
7VPG,Homo sapiens,P78406
,Homo sapiens,P52948
,Severe acute respiratory syndrome-related coronavirus,P59634
7VPH,Homo sapiens,P78406
,Homo sapiens,P52948
,Severe acute respiratory syndrome coronavirus 2,P0DTC6
7VPX,Homo sapiens,Q15428
,Homo sapiens,Q15459
,Homo sapiens,Q12874
,Homo sapiens,Q7L014
,Homo sapiens,P09661
,Homo sapiens,P08579
,Homo sapiens,P62316
,Homo sapiens,P62306
,Homo sapiens,P62304
,Homo sapiens,P62308
,Homo sapiens,P62318
,Homo sapiens,Q15637
,Homo sapiens,P14678
,Homo sapiens,P62314
,unidentified adenovirus,
,unidentified adenovirus,
,Homo sapiens,1781322691
,Homo sapiens,P08621
,Homo sapiens,P09012
,Homo sapiens,P09234
,Homo sapiens,Q7RTV0
,Homo sapiens,O75937
,Homo sapiens,340097
,Homo sapiens,O75533
,Homo sapiens,Q13435
,Homo sapiens,Q15393
,Homo sapiens,Q15427
,Homo sapiens,Q9BWJ5
7VQX,Bos taurus,P04896
,Rattus norvegicus,P54311
,Bos taurus,P63212
,Homo sapiens,P18509
,synthetic construct,
,Homo sapiens,P41587
7VUG,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,"Niallia circulans, Homo sapiens","P09850, Q6DWJ6"
,Homo sapiens,
7VUH,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,
,"Niallia circulans, Homo sapiens","P09850, Q6DWJ6"
,Homo sapiens,P63092
7VUI,Homo sapiens,P63092
,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,
,"Niallia circulans, Homo sapiens","P09850, Q6DWJ6"
7VUJ,Homo sapiens,P63092
,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,
,"Niallia circulans, Homo sapiens","P09850, Q6DWJ6"
7VUX,Homo sapiens,Q15116
,Homo sapiens,
,Homo sapiens,
7VUY,Homo sapiens,Q96LB1
,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,
7VUZ,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,Q96LB1
,Homo sapiens,P59768
,Homo sapiens,
7VV3,Homo sapiens,Q96LB1
,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,
7VV5,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,
,Homo sapiens,Q96LB1
7VVJ,Homo sapiens,P63092
,Rattus norvegicus,P54311
,Bos taurus,P63212
,unidentified,
,Homo sapiens,P12272
,Homo sapiens,Q03431
7VVK,Homo sapiens,P63092
,Rattus norvegicus,P54311
,Bos taurus,P63212
,unidentified,
,Homo sapiens,P01270
,Homo sapiens,Q03431
7VVL,Homo sapiens,P63092
,Rattus norvegicus,P54311
,Bos taurus,P63212
,unidentified,
,Homo sapiens,P01270
,Homo sapiens,Q03431
7VVM,Bos taurus,P63212
,Homo sapiens,P63092
,Rattus norvegicus,P54311
,unidentified,
,Homo sapiens,P01270
,Homo sapiens,Q03431
7VVN,Homo sapiens,P63092
,Rattus norvegicus,P54311
,Bos taurus,P63212
,unidentified,
,Homo sapiens,P01270
,Homo sapiens,Q03431
7VVO,Homo sapiens,P63092
,Rattus norvegicus,P54311
,Bos taurus,P63212
,unidentified,
,Homo sapiens,P01270
,Homo sapiens,Q03431
7VXZ,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Homo sapiens,P78310
7VY5,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Homo sapiens,P08174
7VY6,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Homo sapiens,P08174
7VYK,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Homo sapiens,P78310
7VYL,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Homo sapiens,P78310
7VYM,Coxsackievirus B3,B5TMG3
,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Homo sapiens,P78310
7VYR,Homo sapiens,
,Homo sapiens,
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
7VYT,Homo sapiens,Q495A1
,Homo sapiens,
,Homo sapiens,
7VZ4,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,synthetic construct,
,synthetic construct,
7VZT,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7W0L,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,"Escherichia coli, Homo sapiens","P0ABE7, P35414"
,Homo sapiens,
7W0M,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,"Escherichia coli, Homo sapiens","P0ABE7, P35414"
,Homo sapiens,
7W0N,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,"Escherichia coli, Homo sapiens","P0ABE7, P35414"
,Homo sapiens,
,Homo sapiens,P0DMC3
7W0O,Homo sapiens,P0DMC3
,Homo sapiens,
,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,"Escherichia coli, Homo sapiens","P0ABE7, P35414"
7W0P,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,"Escherichia coli, Homo sapiens","P0ABE7, P35414"
,Homo sapiens,
,Homo sapiens,P0DMC3
7W14,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Coxsackievirus B3,P03313
,Homo sapiens,P78310
7W17,Homo sapiens,P03313
,Homo sapiens,P03313
,Homo sapiens,P03313
,Homo sapiens,P03313
7W1M,Homo sapiens,Q14683
,Homo sapiens,Q9UQE7
,Homo sapiens,O60216
,Homo sapiens,Q8WVM7
,Homo sapiens,Q6KC79
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,P49711
7W1Y,Homo sapiens,P49736
,Homo sapiens,P25205
,Homo sapiens,P33991
,Homo sapiens,P33992
,Homo sapiens,Q14566
,Homo sapiens,P33993
,Homo sapiens,
,Homo sapiens,
7W2Z,Homo sapiens,P09471
,Homo sapiens,Q92847
,Homo sapiens,P59768
,synthetic construct,
,Homo sapiens,P62873
,Homo sapiens,Q9UBU3
7W37,Homo sapiens,P35998
,Homo sapiens,O14818
,Homo sapiens,P28066
,Homo sapiens,P25786
,Homo sapiens,P25788
,Homo sapiens,P28072
,Homo sapiens,Q99436
,Homo sapiens,P49720
,Homo sapiens,P49721
,Homo sapiens,P28074
,Homo sapiens,P20618
,Homo sapiens,P62191
,Homo sapiens,P28070
,Homo sapiens,Q99460
,Homo sapiens,O43242
,Homo sapiens,O00232
,Homo sapiens,O00231
,Homo sapiens,Q15008
,Homo sapiens,P51665
,Homo sapiens,Q9UNM6
,Homo sapiens,P55036
,Homo sapiens,O00487
,Homo sapiens,P62195
,Homo sapiens,P48556
,Homo sapiens,Q13200
,Homo sapiens,P54578
,Homo sapiens,P60896
,Homo sapiens,P43686
,Homo sapiens,A0A087X2I1
,Homo sapiens,P17980
,Homo sapiens,P60900
,Homo sapiens,P25787
,Homo sapiens,P25789
7W38,Homo sapiens,P35998
,Homo sapiens,P28066
,Homo sapiens,P25786
,Homo sapiens,P25788
,Homo sapiens,P28072
,Homo sapiens,Q99436
,Homo sapiens,P49720
,Homo sapiens,P49721
,Homo sapiens,P28074
,Homo sapiens,P20618
,Homo sapiens,P28070
,Homo sapiens,P62191
,Homo sapiens,Q99460
,Homo sapiens,O43242
,Homo sapiens,O00232
,Homo sapiens,O00231
,Homo sapiens,Q15008
,Homo sapiens,P51665
,Homo sapiens,Q9UNM6
,Homo sapiens,P55036
,Homo sapiens,P48556
,Homo sapiens,Q13200
,Homo sapiens,P62195
,Homo sapiens,P54578
,Homo sapiens,O00487
,Homo sapiens,P17980
,Homo sapiens,P0CG47
,Homo sapiens,P60896
,Homo sapiens,P43686
,Homo sapiens,A0A087X2I1
,Homo sapiens,P60900
,Homo sapiens,P25787
,Homo sapiens,P25789
,Homo sapiens,O14818
7W39,Homo sapiens,P35998
,Homo sapiens,O14818
,Homo sapiens,P28066
,Homo sapiens,P25786
,Homo sapiens,P25788
